property_id,city,locality,property_type,bhk,area_sqft,bathrooms,floor,age_years,amenities,amenity_score,price,school_nearby,hospital_nearby,metro_nearby,mall_nearby,location_score,rent_yield,capital_apprec,investment_score,is_fraud
1761,Surat,Piplod,Apartment,1,950,1,4,18,Play Area|Visitor Parking|Gym|Intercom|Power Backup|Swimming Pool|Parking|Security|CCTV|Lift|Club House|Garden|Jogging Track,13,4232251,1.2,5.2,1.7,4.5,3.15,7.12,1.56,4.34,0
1762,Surat,Katargam,Plot,0,1698,3,0,4,Swimming Pool|Security|Power Backup|Jogging Track|Visitor Parking|Gym|Club House|Play Area|Garden|Fire Safety|CCTV|Intercom|Lift,13,7030684,3.4,6.8,8.5,2.3,5.25,4.67,10.81,7.74,0
1763,Delhi,Dwarka,Villa,3,2881,3,0,23,CCTV|Gym|Power Backup|Jogging Track|Garden|Club House|Visitor Parking|Fire Safety|Lift,9,34959009,3.7,5.4,4.2,0.3,3.4,4.62,10.83,7.72,0
1764,Delhi,Dwarka,Apartment,3,1366,3,15,12,Security|Parking|Swimming Pool|Gym|Visitor Parking|Jogging Track|CCTV|Garden,8,15459234,6.6,5.5,5.6,4.8,5.62,7.83,10.19,9.01,0
1765,Surat,Piplod,Apartment,1,718,1,6,4,Parking|Jogging Track|Visitor Parking|Club House,4,1183532,0.6,7.9,1.1,6.7,4.08,5.51,1.12,3.31,1
1766,Bangalore,HSR Layout,Villa,4,3549,4,0,6,Power Backup|Fire Safety|Visitor Parking|Security|Swimming Pool|Parking|Club House|Lift|Garden|Jogging Track,10,40519816,0.7,6.7,8.6,1.5,4.38,6.56,7.69,7.12,0
1767,Delhi,Lajpat Nagar,Villa,3,5187,3,0,26,Garden|Security|Lift|Club House|Gym|Play Area|CCTV|Intercom|Parking|Visitor Parking,10,65682234,6.7,9.3,3.9,6.1,6.5,7.2,11.48,9.34,0
1768,Bangalore,Indiranagar,Commercial,0,2387,2,20,27,Play Area|Parking|Security|CCTV|Intercom|Lift|Power Backup|Club House|Gym|Jogging Track|Garden|Swimming Pool,12,30079138,0.8,8.9,1.5,6.4,4.4,4.22,6.51,5.37,0
1769,Ahmedabad,Prahlad Nagar,Independent House,3,1315,3,27,30,Intercom|Power Backup|Club House|CCTV|Fire Safety|Parking|Visitor Parking,7,6548732,6.9,9.8,5.3,6.2,7.05,2.38,9.81,6.1,0
1770,Chennai,Velachery,Commercial,0,2403,1,10,29,Garden|Security|CCTV|Visitor Parking|Fire Safety|Lift|Play Area|Club House|Parking|Intercom|Power Backup|Swimming Pool|Jogging Track|Gym,14,17147926,1.9,6.1,7.9,8.0,5.97,6.13,3.66,4.89,0
1771,Pune,Hadapsar,Commercial,0,1615,1,25,14,Intercom|Parking|Swimming Pool|Lift|Security|CCTV|Garden|Jogging Track|Power Backup,9,11997136,3.7,3.9,7.2,9.3,6.03,4.75,5.78,5.27,0
1772,Chennai,Adyar,Apartment,3,1127,3,30,12,Intercom|Club House|Gym|Swimming Pool|Security|Lift|Power Backup|CCTV|Fire Safety|Garden|Parking|Visitor Parking|Play Area,13,11237737,0.5,4.3,9.8,6.0,5.15,4.86,6.42,5.64,0
1773,Delhi,Rohini,Villa,3,4760,3,0,24,Gym|Fire Safety|Swimming Pool|Lift|Jogging Track|Intercom|Play Area|CCTV|Visitor Parking|Security|Club House|Garden,12,45972345,5.7,0.1,3.4,6.2,3.85,3.66,7.02,5.34,0
1774,Hyderabad,Gachibowli,Commercial,0,2772,3,24,8,Intercom|Garden|Security|Parking|Gym|Fire Safety|Visitor Parking|Club House|Swimming Pool|Power Backup|Jogging Track|CCTV|Play Area|Lift,14,28201248,7.4,9.8,2.7,4.9,6.2,2.57,12.84,7.71,0
1775,Hyderabad,Gachibowli,Plot,0,2156,1,0,29,Lift|Swimming Pool|Gym,3,14896030,3.1,5.8,6.0,3.9,4.7,3.28,2.41,2.84,0
1776,Delhi,Saket,Plot,0,4425,1,0,23,Club House|CCTV|Fire Safety|Gym|Intercom|Lift|Security|Garden|Power Backup|Jogging Track|Parking|Swimming Pool|Play Area|Visitor Parking,14,57058368,3.9,4.4,2.1,1.4,2.95,2.46,12.72,7.59,0
1777,Kolkata,New Town,Plot,0,2496,1,0,10,Club House|Lift|Security|Visitor Parking|Jogging Track,5,13440141,8.8,9.6,6.9,5.6,7.72,5.87,1.91,3.89,0
1778,Mumbai,Juhu,Commercial,0,1713,2,12,0,Club House|Jogging Track|Power Backup|Fire Safety|Swimming Pool|Play Area|Lift,7,51742530,2.7,9.1,2.6,1.6,4.0,3.31,9.2,6.25,0
1779,Jaipur,Ajmer Road,Commercial,0,1101,1,12,11,,0,4383247,0.9,9.2,0.9,7.0,4.5,2.3,2.11,2.21,0
1780,Chennai,Porur,Villa,4,2960,4,0,27,Lift|Parking|Security|Club House|Fire Safety|Visitor Parking,6,16829241,2.3,0.9,0.5,6.5,2.55,6.71,14.35,10.53,0
1781,Bangalore,HSR Layout,Commercial,0,2226,2,28,5,Gym|Visitor Parking|Security,3,25846535,0.8,7.7,2.7,7.8,4.75,5.2,11.91,8.55,0
1782,Jaipur,C-Scheme,Villa,3,3330,3,0,7,Gym|Garden|Parking|Lift|Intercom|Fire Safety|CCTV|Security|Swimming Pool|Visitor Parking|Power Backup|Play Area,12,19517359,1.3,8.6,8.3,5.7,5.98,3.68,4.44,4.06,0
1783,Bangalore,Koramangala,Villa,3,2146,3,0,2,Parking|Gym|Lift|Power Backup|Intercom|Play Area,6,33077804,4.0,5.4,4.0,5.3,4.67,7.77,14.21,10.99,0
1784,Pune,Hadapsar,Commercial,0,1959,2,16,29,Parking|Intercom|Power Backup|Fire Safety|Gym|Security,6,11597702,9.9,8.4,1.2,9.0,7.12,4.3,5.19,4.75,0
1785,Mumbai,Powai,Plot,0,2427,1,0,6,Visitor Parking|Play Area|Parking|Power Backup|CCTV|Jogging Track,6,59121513,3.0,2.4,0.2,2.3,1.98,4.63,7.81,6.22,0
1786,Ahmedabad,Navrangpura,Independent House,2,1037,2,4,13,,0,5881173,1.5,6.4,1.0,3.7,3.15,4.1,13.73,8.91,0
1787,Kolkata,Salt Lake,Commercial,0,1504,2,26,16,Power Backup|Gym|Fire Safety|Swimming Pool|Garden|CCTV|Security|Parking,8,9606002,1.7,9.9,1.5,7.1,5.05,3.62,1.35,2.49,0
1788,Hyderabad,Jubilee Hills,Independent House,1,829,1,12,10,CCTV|Power Backup|Garden|Fire Safety|Jogging Track|Lift|Play Area|Gym|Intercom|Visitor Parking|Club House|Swimming Pool,12,10395941,4.3,5.1,6.7,5.5,5.4,6.49,8.08,7.29,0
1789,Bangalore,Indiranagar,Independent House,4,1949,4,23,20,Parking|Fire Safety|Security|Swimming Pool,4,21768287,2.8,2.2,0.4,0.1,1.38,2.8,6.86,4.83,0
1790,Hyderabad,Kondapur,Villa,4,3890,4,0,29,Gym|Swimming Pool|Parking,3,20350725,2.7,4.8,0.7,4.7,3.22,7.89,13.95,10.92,0
1791,Ahmedabad,Bodakdev,Apartment,4,1550,4,19,23,Fire Safety|Power Backup|Lift|CCTV|Intercom,5,7777475,9.0,7.4,6.3,3.3,6.5,2.93,10.55,6.74,0
1792,Surat,Althan,Independent House,2,915,2,26,0,Power Backup|Lift|Garden|Intercom|Visitor Parking|Fire Safety,6,4555388,9.9,0.5,5.9,8.0,6.08,3.55,12.54,8.04,0
1793,Jaipur,Malviya Nagar,Villa,3,5603,3,0,28,Swimming Pool|Jogging Track,2,24594824,3.6,7.4,4.2,3.3,4.62,2.49,3.27,2.88,0
1794,Ahmedabad,Bodakdev,Independent House,1,823,1,12,26,Parking|Club House|Power Backup|Gym|Garden|CCTV,6,3477741,2.4,8.8,4.9,9.6,6.43,5.53,6.67,6.1,0
1795,Hyderabad,Madhapur,Villa,5,3150,5,0,10,CCTV|Garden,2,25755723,8.5,1.0,0.8,7.4,4.43,2.9,7.0,4.95,0
1796,Delhi,Rohini,Apartment,1,841,1,5,1,Lift|Garden,2,9944556,9.2,7.0,6.7,0.9,5.95,2.99,5.34,4.17,0
1797,Delhi,Dwarka,Commercial,0,637,1,19,0,Security|Visitor Parking|Parking|Club House|Power Backup|Swimming Pool|Lift|CCTV|Jogging Track|Play Area|Gym|Garden|Intercom,13,8610385,4.6,8.5,1.6,7.8,5.62,5.09,7.95,6.52,0
1798,Hyderabad,Madhapur,Apartment,4,1546,4,21,5,Power Backup|Visitor Parking|Fire Safety|Garden|Intercom|Lift|CCTV|Play Area|Club House|Security|Jogging Track,11,16761601,2.4,9.8,3.1,3.3,4.65,3.44,3.08,3.26,0
1799,Bangalore,Koramangala,Apartment,1,900,1,28,3,Swimming Pool|Power Backup,2,12851673,7.2,2.8,3.3,3.2,4.12,3.44,7.74,5.59,0
1800,Kolkata,Salt Lake,Commercial,0,2707,2,29,22,Power Backup|Play Area|Gym,3,14387873,3.9,3.5,0.5,8.4,4.08,6.82,6.45,6.63,0
1801,Ahmedabad,Navrangpura,Plot,0,3450,2,0,4,Garden|Jogging Track|Visitor Parking|Club House|Fire Safety|Parking|Gym|Play Area|Swimming Pool|Intercom|Security|Power Backup|CCTV,13,24140918,3.3,0.4,1.4,5.1,2.55,4.97,4.89,4.93,0
1802,Hyderabad,Gachibowli,Plot,0,1114,1,0,20,Jogging Track|Garden|CCTV|Visitor Parking|Play Area,5,2422246,4.8,8.2,5.0,2.1,5.03,4.0,10.22,7.11,1
1803,Jaipur,C-Scheme,Commercial,0,1900,3,18,19,CCTV|Security|Club House|Gym|Power Backup|Intercom|Lift|Fire Safety|Visitor Parking|Play Area|Parking|Swimming Pool|Jogging Track|Garden,14,11138092,9.7,0.6,8.3,4.2,5.7,4.78,13.38,9.08,0
1804,Surat,Vesu,Independent House,2,1030,2,8,9,Play Area|Gym|Security|Fire Safety|CCTV|Lift|Club House|Parking|Visitor Parking|Intercom|Swimming Pool|Garden|Power Backup|Jogging Track,14,5618372,0.0,0.5,0.8,8.0,2.33,5.21,13.59,9.4,0
1805,Kolkata,Salt Lake,Commercial,0,2921,2,24,19,Gym|Power Backup|CCTV|Security|Intercom|Jogging Track|Lift|Club House|Fire Safety|Swimming Pool,10,16580156,3.9,7.3,1.8,6.6,4.9,2.09,7.01,4.55,0
1806,Pune,Kharadi,Plot,0,969,1,0,4,Jogging Track|Fire Safety|Lift|Parking|Visitor Parking|CCTV|Club House|Swimming Pool|Security|Power Backup|Intercom|Garden|Gym|Play Area,14,10083879,5.4,5.5,0.7,9.8,5.35,7.24,12.94,10.09,0
1807,Mumbai,Andheri,Apartment,3,1183,3,3,24,Garden|Swimming Pool|Intercom|Jogging Track|Power Backup|Play Area|Visitor Parking,7,19386402,6.1,7.9,3.6,0.9,4.62,3.06,12.29,7.67,0
1808,Jaipur,C-Scheme,Apartment,1,632,1,5,4,Parking|Intercom|Jogging Track|Visitor Parking|Security,5,3859737,9.2,6.3,0.3,8.5,6.08,6.76,7.05,6.9,0
1809,Jaipur,Mansarovar,Villa,3,3357,3,0,19,Power Backup|Visitor Parking|CCTV|Swimming Pool|Security|Fire Safety|Intercom|Jogging Track|Parking|Garden,10,16293285,0.4,4.5,0.0,3.6,2.12,7.93,14.07,11.0,0
1810,Pune,Wakad,Apartment,3,1474,3,2,4,Swimming Pool|CCTV|Intercom|Jogging Track|Fire Safety|Parking|Power Backup|Security|Lift|Garden|Play Area|Gym|Club House,13,12247597,6.4,2.5,5.4,4.3,4.65,2.23,2.49,2.36,0
1811,Chennai,T Nagar,Independent House,4,1356,4,8,10,Club House|Swimming Pool|Intercom|Garden|Visitor Parking|Power Backup|Lift|Play Area|Parking|Security|Gym|Jogging Track|CCTV,13,13312667,7.1,8.7,9.3,6.0,7.78,7.11,6.08,6.6,0
1812,Delhi,Vasant Kunj,Independent House,3,1126,3,5,18,CCTV|Visitor Parking|Swimming Pool,3,16516154,2.8,8.4,5.5,5.4,5.53,7.16,12.36,9.76,0
1813,Jaipur,Ajmer Road,Commercial,0,1517,3,21,9,Club House,1,7000530,0.4,9.2,4.2,6.6,5.1,3.61,1.73,2.67,0
1814,Delhi,Dwarka,Commercial,0,316,1,28,15,,0,3273882,3.6,5.4,2.6,5.9,4.38,5.37,12.12,8.74,0
1815,Delhi,Vasant Kunj,Villa,3,2650,3,0,20,Gym|Power Backup|Security|Parking|Play Area|Intercom|Jogging Track|Visitor Parking|Fire Safety|Lift|CCTV|Club House,12,46267216,7.8,1.9,5.5,0.6,3.95,3.27,10.34,6.8,0
1816,Hyderabad,Jubilee Hills,Independent House,3,1139,3,12,18,CCTV|Lift|Visitor Parking|Security|Fire Safety|Swimming Pool,6,10468321,2.5,6.1,0.0,1.1,2.42,5.54,11.45,8.49,0
1817,Bangalore,Hebbal,Villa,5,2782,5,0,30,Security|Parking|Jogging Track|Gym|Fire Safety|CCTV|Play Area|Garden|Power Backup|Intercom,10,19691142,2.2,9.6,5.7,6.5,6.0,6.3,12.62,9.46,0
1818,Mumbai,Juhu,Apartment,3,1211,3,14,4,Jogging Track|Play Area,2,36581930,8.7,3.3,4.1,6.6,5.68,6.08,7.21,6.64,0
1819,Hyderabad,Gachibowli,Villa,4,4693,4,0,6,Play Area|Fire Safety|Security|Power Backup|Visitor Parking|Lift|Club House|Gym|Parking|CCTV|Jogging Track|Swimming Pool|Intercom,13,45159469,8.9,0.6,4.6,2.9,4.25,4.48,13.34,8.91,0
1820,Bangalore,HSR Layout,Independent House,2,1018,2,24,0,Visitor Parking|Fire Safety|Intercom|Swimming Pool|CCTV|Power Backup|Garden,7,13830649,2.2,2.0,8.6,8.4,5.3,7.78,4.77,6.28,0
1821,Ahmedabad,Satellite,Plot,0,1893,1,0,24,Play Area|Power Backup|Club House,3,9233361,9.5,5.1,9.3,1.1,6.25,6.33,8.31,7.32,0
1822,Delhi,Vasant Kunj,Commercial,0,1570,3,12,0,CCTV,1,31760715,1.1,9.0,2.5,2.4,3.75,7.75,14.04,10.89,0
1823,Surat,Althan,Commercial,0,1049,3,15,16,,0,4819656,0.2,7.7,7.7,4.2,4.95,4.05,7.73,5.89,0
1824,Bangalore,Koramangala,Independent House,4,1457,4,22,25,CCTV|Security|Play Area|Club House,4,15889995,9.6,5.7,3.6,3.8,5.68,5.75,13.46,9.61,0
1825,Pune,Hinjewadi,Independent House,3,1482,3,24,7,Garden|Power Backup|Security|Club House|Intercom|Gym|Swimming Pool|CCTV,8,13995828,1.4,4.1,0.4,4.7,2.65,5.21,11.34,8.28,0
1826,Delhi,Lajpat Nagar,Plot,0,1911,1,0,23,Security|Garden|Swimming Pool,3,26392635,0.1,5.9,1.2,2.8,2.5,5.53,7.3,6.42,0
1827,Hyderabad,Banjara Hills,Independent House,2,1113,2,3,2,Lift|Visitor Parking|CCTV|Intercom|Security|Gym|Power Backup|Garden|Parking|Fire Safety|Swimming Pool|Club House,12,17544010,7.3,9.3,4.9,9.9,7.85,6.77,13.42,10.09,0
1828,Delhi,Dwarka,Commercial,0,2687,1,29,18,Gym|Club House|Jogging Track|Garden,4,26347487,7.5,5.6,1.6,7.4,5.53,7.88,9.0,8.44,0
1829,Chennai,T Nagar,Villa,3,3718,3,0,23,,0,27112926,2.0,2.1,1.3,4.6,2.5,5.97,4.16,5.06,0
1830,Bangalore,Koramangala,Apartment,2,987,2,20,24,Visitor Parking|Lift|Play Area|Club House|Parking|Swimming Pool|CCTV|Security|Jogging Track|Gym|Intercom|Garden|Fire Safety|Power Backup,14,12036378,8.9,1.1,7.6,2.1,4.93,2.92,2.52,2.72,0
1831,Hyderabad,Gachibowli,Independent House,3,1463,3,5,26,Intercom|Play Area|CCTV|Security|Power Backup|Club House|Parking|Lift|Visitor Parking,9,9478202,2.6,2.1,7.3,7.7,4.92,2.12,6.68,4.4,0
1832,Kolkata,Alipore,Plot,0,1545,3,0,3,Jogging Track|Parking|Gym|Security|Intercom|Swimming Pool|Power Backup|Play Area|Garden|Lift|CCTV|Fire Safety,12,12829841,5.4,2.3,1.3,9.1,4.53,5.05,9.5,7.28,0
1833,Delhi,Rohini,Commercial,0,2562,1,10,16,Swimming Pool|Lift|Visitor Parking|Garden|Intercom|Parking|CCTV|Gym,8,23085396,8.5,2.1,8.0,2.2,5.2,5.82,8.25,7.04,0
1834,Surat,Piplod,Apartment,4,1938,4,20,17,Jogging Track,1,7685167,4.6,6.8,9.9,3.4,6.17,2.2,1.16,1.68,0
1835,Mumbai,Thane,Apartment,1,642,1,10,5,Jogging Track|Visitor Parking|Play Area|CCTV|Swimming Pool|Fire Safety|Security|Power Backup|Gym|Club House|Parking|Garden,12,11035319,7.5,6.0,7.2,9.9,7.65,3.88,10.41,7.14,0
1836,Jaipur,C-Scheme,Independent House,3,1163,3,2,17,Parking|CCTV|Play Area|Visitor Parking|Intercom|Power Backup|Lift|Security|Jogging Track|Gym|Swimming Pool|Garden|Club House,13,7000658,7.9,3.1,4.7,5.1,5.2,4.8,1.62,3.21,0
1837,Mumbai,Bandra,Independent House,2,993,2,11,20,Swimming Pool|Garden|Jogging Track|Intercom|Lift,5,30377730,4.1,5.6,2.4,1.5,3.4,3.62,4.19,3.91,0
1838,Pune,Baner,Apartment,3,1317,3,26,5,CCTV|Club House|Jogging Track|Gym|Intercom|Play Area|Power Backup|Fire Safety|Security|Swimming Pool|Lift|Garden,12,13538379,6.1,4.6,3.6,10.0,6.07,6.63,11.9,9.27,0
1839,Jaipur,Malviya Nagar,Villa,3,2297,3,0,8,Gym|Swimming Pool|Club House|Lift|Intercom|Visitor Parking|Fire Safety|Parking|Garden|Jogging Track|CCTV|Play Area,12,14936258,5.0,9.3,5.2,3.8,5.83,6.58,8.4,7.49,0
1840,Delhi,Saket,Independent House,2,879,2,21,2,Jogging Track|Club House,2,14508592,3.0,1.7,5.7,6.7,4.28,6.38,6.71,6.54,0
1841,Bangalore,Koramangala,Villa,4,2869,4,0,11,Jogging Track|Intercom|Club House|Security|Swimming Pool|Lift|Visitor Parking|Gym|Play Area|Fire Safety|Garden,11,40652201,9.8,3.9,3.5,7.5,6.18,6.55,13.13,9.84,0
1842,Mumbai,Andheri,Plot,0,2676,3,0,21,Garden|Intercom|Play Area|Parking|Lift,5,46323604,8.7,7.3,6.7,4.7,6.85,3.85,12.09,7.97,0
1843,Chennai,Adyar,Commercial,0,2472,3,29,29,,0,16773530,7.3,3.7,5.6,5.0,5.4,3.07,14.75,8.91,0
1844,Pune,Kharadi,Plot,0,1304,3,0,22,Gym|Lift|Play Area|Jogging Track|Fire Safety,5,10731321,2.9,2.0,2.2,9.7,4.2,6.94,3.72,5.33,0
1845,Jaipur,C-Scheme,Commercial,0,1590,3,3,12,Security|Visitor Parking|Parking|Swimming Pool|Play Area|CCTV|Power Backup|Lift|Fire Safety|Gym|Club House,11,9914898,2.0,5.9,6.3,2.0,4.05,3.3,6.67,4.98,0
1846,Pune,Kharadi,Apartment,4,1235,4,23,2,Visitor Parking,1,12387968,5.0,7.6,3.3,3.9,4.95,4.77,8.01,6.39,0
1847,Kolkata,Alipore,Commercial,0,334,1,29,5,Fire Safety|Gym|Visitor Parking,3,2758629,3.3,4.2,5.5,8.4,5.35,5.14,1.18,3.16,0
1848,Kolkata,Park Street,Plot,0,4874,2,0,23,Fire Safety|CCTV|Swimming Pool|Club House,4,33388795,8.8,6.8,3.9,6.1,6.4,4.07,13.4,8.73,0
1849,Delhi,Vasant Kunj,Commercial,0,590,1,27,16,Visitor Parking|CCTV|Lift|Swimming Pool|Intercom|Jogging Track|Security|Play Area|Power Backup|Fire Safety,10,9312234,8.4,5.9,7.6,4.1,6.5,3.02,11.12,7.07,0
1850,Hyderabad,Jubilee Hills,Commercial,0,2371,1,2,7,Lift|Garden|Visitor Parking|Club House|Swimming Pool|CCTV|Fire Safety,7,27109873,7.0,8.6,2.9,5.2,5.92,4.44,11.46,7.95,0
1851,Pune,Hinjewadi,Independent House,2,1052,2,29,12,Club House|Visitor Parking|Jogging Track|Gym|Intercom|Swimming Pool,6,9090765,1.3,7.8,0.2,0.4,2.42,3.16,14.86,9.01,0
1852,Jaipur,Malviya Nagar,Independent House,4,1607,4,28,19,Fire Safety,1,7349146,0.3,1.5,4.6,3.2,2.4,6.47,2.4,4.43,0
1853,Bangalore,Whitefield,Independent House,3,1364,3,1,26,Intercom|Fire Safety|Parking|Club House|CCTV|Swimming Pool,6,10965944,8.5,4.2,5.6,9.0,6.82,5.73,14.77,10.25,0
1854,Chennai,Velachery,Apartment,1,723,1,9,28,Gym|Visitor Parking|Intercom|Power Backup|Security|Garden|Lift|Swimming Pool,8,4740753,6.7,5.5,8.9,1.4,5.62,2.28,4.27,3.27,0
1855,Pune,Hadapsar,Apartment,1,652,1,21,11,Jogging Track|Fire Safety|Gym|CCTV|Visitor Parking|Intercom|Garden,7,5185941,5.8,0.6,2.9,5.7,3.75,7.61,11.01,9.31,0
1856,Ahmedabad,Prahlad Nagar,Commercial,0,978,2,24,19,CCTV|Fire Safety|Play Area|Club House|Visitor Parking|Jogging Track|Lift|Intercom|Power Backup|Garden|Security,11,5874191,5.2,1.5,7.8,5.8,5.08,5.82,8.96,7.39,0
1857,Bangalore,HSR Layout,Commercial,0,721,2,0,24,Lift|CCTV|Visitor Parking|Security|Parking|Play Area|Swimming Pool|Power Backup,8,6462962,8.1,2.2,7.8,7.8,6.48,4.58,8.89,6.74,0
1858,Mumbai,Juhu,Commercial,0,394,3,15,4,Play Area|Swimming Pool|Power Backup|Club House|Gym|Jogging Track,6,11982381,2.2,5.6,9.9,2.3,5.0,5.64,5.56,5.6,0
1859,Surat,Katargam,Villa,5,2934,5,0,21,Intercom|Visitor Parking|Gym|Lift|Jogging Track|Garden|Club House|Fire Safety|CCTV|Swimming Pool|Security|Play Area|Power Backup|Parking,14,9546868,7.6,5.4,1.5,6.6,5.28,2.56,8.71,5.64,0
1860,Surat,Piplod,Independent House,4,1845,4,2,29,Security|Gym|Intercom|Power Backup|Club House|Swimming Pool|Parking|CCTV|Jogging Track|Lift|Play Area|Fire Safety|Garden,13,7838182,7.5,2.5,1.9,2.7,3.65,5.25,4.37,4.81,0
1861,Chennai,Adyar,Independent House,1,615,1,26,30,Power Backup|Visitor Parking,2,4685502,0.1,8.5,4.3,3.9,4.2,7.31,1.88,4.59,0
1862,Mumbai,Bandra,Plot,0,4927,1,0,2,Play Area,1,138846728,6.1,8.2,8.2,0.3,5.7,7.67,6.25,6.96,0
1863,Mumbai,Borivali,Independent House,1,750,1,20,19,Fire Safety,1,12411645,0.5,4.1,1.8,6.3,3.17,3.18,9.15,6.17,0
1864,Ahmedabad,Navrangpura,Villa,3,4817,3,0,7,Lift|Fire Safety|Gym|Power Backup|Play Area|CCTV|Visitor Parking|Security|Swimming Pool|Jogging Track,10,33814606,4.5,1.4,4.0,8.6,4.62,6.03,9.35,7.69,0
1865,Pune,Hinjewadi,Commercial,0,677,3,27,15,Play Area|Power Backup|Club House|Gym|Parking|Swimming Pool|Lift|Fire Safety|Security|Visitor Parking|CCTV,11,5922500,2.0,2.0,2.3,9.4,3.92,7.73,5.4,6.57,0
1866,Bangalore,Whitefield,Independent House,4,1311,4,14,17,Swimming Pool|Power Backup|Gym|Security|Parking|Fire Safety|Intercom|Lift|Visitor Parking|Jogging Track|Play Area|Club House|CCTV|Garden,14,12981531,5.1,6.7,1.3,5.0,4.53,5.44,5.83,5.63,0
1867,Delhi,Rohini,Villa,4,2408,4,0,28,Intercom|Lift|Visitor Parking|Jogging Track|CCTV|Gym|Parking|Club House|Play Area|Power Backup,10,21068107,8.6,2.9,0.4,8.2,5.03,4.59,4.99,4.79,0
1868,Mumbai,Andheri,Plot,0,2478,3,0,8,Swimming Pool|Club House|Power Backup|Intercom|Fire Safety|Parking|Jogging Track|Garden|Security|Lift|CCTV|Gym|Play Area,13,15711639,1.6,0.9,4.9,8.2,3.9,5.22,3.55,4.38,1
1869,Hyderabad,Madhapur,Commercial,0,2019,1,18,17,Jogging Track|Power Backup|Fire Safety|Play Area|CCTV,5,18059517,7.6,8.7,2.3,8.2,6.7,3.46,2.61,3.04,0
1870,Jaipur,Malviya Nagar,Commercial,0,1604,2,0,10,CCTV|Visitor Parking|Power Backup,3,10097257,0.2,7.9,5.9,7.2,5.3,4.57,10.53,7.55,0
1871,Delhi,Saket,Plot,0,1300,2,0,27,Security|Club House|Intercom|Parking|Gym|Garden|CCTV,7,16817737,1.4,6.6,1.7,2.2,2.97,4.1,10.43,7.26,0
1872,Delhi,Saket,Independent House,1,771,1,17,14,Swimming Pool|Play Area|Lift|Club House|CCTV|Parking|Fire Safety|Jogging Track|Garden|Power Backup|Gym|Intercom|Security|Visitor Parking,14,11887923,9.7,7.5,9.5,5.6,8.07,5.21,10.55,7.88,0
1873,Hyderabad,Kondapur,Commercial,0,2794,3,9,25,Fire Safety|Gym|Parking|Jogging Track|Visitor Parking|Garden|CCTV|Lift,8,16610653,2.3,8.4,4.3,7.2,5.55,6.3,4.51,5.4,0
1874,Chennai,T Nagar,Independent House,3,1624,3,16,17,Swimming Pool|Play Area|Fire Safety|Lift|Garden|Power Backup|Intercom|Club House|Gym|Security,10,13680910,9.2,2.4,5.4,4.5,5.38,4.87,8.55,6.71,0
1875,Bangalore,Koramangala,Commercial,0,2151,2,12,24,CCTV,1,23712938,6.3,9.7,4.9,5.3,6.55,4.31,3.1,3.71,0
1876,Surat,Althan,Plot,0,4943,2,0,22,Parking|Fire Safety|Garden|Intercom|CCTV|Security|Power Backup|Jogging Track|Gym|Lift|Visitor Parking|Play Area|Club House,13,23017934,1.9,6.3,2.4,0.5,2.77,3.62,1.42,2.52,0
1877,Pune,Wakad,Plot,0,3518,3,0,14,Gym|Fire Safety|Play Area|Swimming Pool|Parking|Lift|CCTV|Club House|Garden,9,26080031,3.7,2.5,9.3,3.9,4.85,5.56,3.75,4.65,0
1878,Pune,Hadapsar,Independent House,2,1126,2,7,20,Play Area|Intercom,2,7014491,8.5,7.9,8.3,2.2,6.72,7.64,8.65,8.14,0
1879,Surat,Adajan,Independent House,4,1368,4,8,2,Play Area|Garden|Parking|Intercom|Visitor Parking|Power Backup|Jogging Track|Fire Safety|Security|Swimming Pool,10,7422742,1.7,9.5,2.2,6.9,5.07,4.06,9.51,6.79,0
1880,Pune,Hinjewadi,Villa,5,2670,5,0,17,Club House|Garden|Visitor Parking|Gym|Power Backup|Intercom|Lift|Security|CCTV|Parking|Play Area,11,26263911,7.6,7.7,2.9,2.6,5.2,2.05,5.29,3.67,0
1881,Surat,Adajan,Commercial,0,2663,1,29,26,Power Backup,1,12059106,1.6,2.0,8.3,3.3,3.8,3.42,12.11,7.76,0
1882,Delhi,Vasant Kunj,Villa,4,4319,4,0,2,Lift|Power Backup|Swimming Pool|Garden|Play Area,5,76599105,2.2,1.7,6.2,2.1,3.05,4.52,11.19,7.85,0
1883,Jaipur,Vaishali Nagar,Villa,4,5464,4,0,27,Gym|Fire Safety|CCTV|Lift|Parking,5,21730507,6.4,1.1,9.5,7.9,6.22,2.21,5.95,4.08,0
1884,Ahmedabad,Navrangpura,Commercial,0,2467,1,22,18,Power Backup|Intercom|Gym|CCTV|Parking|Fire Safety|Jogging Track|Play Area,8,14203654,2.4,5.1,5.6,7.7,5.2,4.41,13.46,8.94,0
1885,Pune,Hadapsar,Plot,0,4208,1,0,30,Fire Safety|Visitor Parking|CCTV|Intercom|Club House,5,24462005,4.5,4.4,3.0,1.7,3.4,4.96,5.73,5.35,0
1886,Pune,Baner,Commercial,0,2889,2,23,18,Garden|Visitor Parking|Fire Safety|CCTV|Lift|Parking,6,30262080,3.0,6.1,1.2,0.8,2.77,6.16,14.8,10.48,0
1887,Mumbai,Andheri,Apartment,1,621,1,4,25,Garden|Play Area|Security|CCTV,4,10038747,2.3,9.6,1.3,8.8,5.5,7.3,12.58,9.94,0
